sequence,len,coherence,sense_index,phi_s,grad_phi,k_phi,xi_c,phase_sync,epi_mag,hash
ZHIR -> NAV -> VAL -> OZ,4,0.0693784037510492,-0.011286852012485027,0.06480188250885355,0.0,0.0,0.0,0.0,0.0,8465d04eb691fe61
UM -> OZ -> AL -> NAV,4,-0.004872865484922717,-0.012398293276909778,0.07172250510959544,-0.2918078428255557,0.017063502725854975,0.10116775249095744,0.08117170094622861,0.007313062177131124,b96c4e4f69292286
RA -> AL -> NAV,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01583406483166927,f08a78edd3a7f050
VAL -> NUL -> OZ,3,0.07027258580752904,-0.010091260164206362,0.06143169281162264,0.0,0.0,0.0,0.0,0.0,f190740928a09f23
IL -> NAV,2,0.014449435713622893,0.006154752746031167,-0.026751681258291193,0.0,0.0,0.0,0.0,0.0,9717be130d9181f7
EN -> ZHIR -> OZ,3,0.050323980159617476,-0.01367617027188317,0.08198957060414036,0.0,0.0,0.0,0.0,0.0,f36fd8116ff6da53
THOL -> AL -> NAV,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008864395321867446,6a81e43894b018e1
ZHIR -> THOL -> THOL -> NUL -> RA -> UM -> OZ,7,0.004922076253446872,-0.011115860228148033,0.05901874600603596,-0.17174686515682835,-0.009534285381098738,0.05528504717035232,0.08454581253378401,0.0,f498767a287e35f2
REMESH -> ZHIR -> UM -> SHA,4,0.0,0.0,0.0,-0.218299352045765,-0.013600828150648194,0.07227440503136462,0.0846169771388402,0.0,acddfef69039b067
REMESH -> EN -> AL -> VAL -> NAV,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005816387102938192,71810eeafbf70bbc
NUL -> OZ -> NUL -> REMESH,4,0.058503881006515046,-0.014882558530733836,0.10572588940411376,0.0,0.0,0.0,0.0,0.0,34f67f9852079c18
RA -> EN -> OZ,3,0.051744317357082514,-0.011063165524115792,0.07168813299354848,0.0,0.0,0.0,0.0,0.0,21be4b0c8054715d
UM -> IL -> VAL -> NUL -> NAV,5,0.017950377919869975,0.00817288284697526,-0.035145637794375406,-0.2626710918824018,-0.06800231063445107,0.08939518365038901,0.0759482563740097,0.0,b17e876c26164c6c
THOL -> REMESH,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ab1bda9bd200fc88
AL -> ZHIR -> EN -> OZ,4,-0.0033591603907398015,-0.007214744533928119,0.020148965782751382,0.0,0.0,0.0,0.0,0.017284104257981214,a3b64e0298714547
NAV -> EN -> NAV -> NUL -> OZ,5,0.07845933138611227,-0.009801312063156042,0.06965560142561711,0.0,0.0,0.0,0.0,0.0,270f7cca7d056add
RA -> OZ,2,0.06274564612922562,-0.009361125787419211,0.055642241324250885,0.0,0.0,0.0,0.0,0.0,392b522109cab2ef
REMESH -> UM -> NUL -> VAL -> UM -> AL -> EN -> ZHIR -> SHA,9,0.0,0.0,0.0,-0.30034408515413014,-0.08607558126488331,0.10470060173197249,0.12733473648858373,0.004805498222788973,26fcb1a8b2c41078
AL -> AL -> REMESH,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0369189793630178,55e42dca7e21a5b8
ZHIR -> UM -> OZ,3,0.05586583384459043,-0.01297664140752497,0.07469038725654908,-0.10164586786167251,-0.05756768236330018,0.031408120799698125,0.091177882011792,0.0,32c37475c0de13ea
VAL -> NUL -> SHA,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ab1bda9bd200fc88
AL -> EN -> EN -> NAV -> IL -> NUL -> NAV,7,0.0300017154733192,0.01159853424694579,-0.05524670979698021,0.0,0.0,0.0,0.0,0.005437810225766615,75265858111b1c78
THOL -> NUL -> IL -> SHA,4,-0.005626182064791485,0.00728463823349601,-0.03324570790774717,0.0,0.0,0.0,0.0,0.0,3dfb2305a162d301
AL -> UM -> RA -> REMESH,4,0.0,0.0,0.0,-0.08300059509230184,0.11840379966857517,0.02537626900180201,0.05059237945589945,-0.012393765663161638,b1ea4913fd308035
RA -> OZ -> ZHIR -> OZ,4,0.02403366733971768,-0.021005758242737316,0.12838465670618993,0.0,0.0,0.0,0.0,0.0,abc0711d2eff82b0
EN -> RA -> REMESH -> NUL -> SHA,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ab1bda9bd200fc88
REMESH -> IL -> OZ,3,0.07723264203176694,-0.004917072776086773,0.05707012296337022,0.0,0.0,0.0,0.0,0.0,7147a28a70cd9d04
REMESH -> REMESH,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ab1bda9bd200fc88
SHA -> AL -> OZ,3,0.06698663595113918,-0.01292112763456188,0.07309067602047292,0.0,0.0,0.0,0.0,0.0014178100496997637,6a11c2b2ee86d85c
RA -> REMESH,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ab1bda9bd200fc88
REMESH -> NAV -> REMESH,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ab1bda9bd200fc88
UM -> IL -> NAV,3,0.011937172333994939,0.010454403957419478,-0.05587678474144531,-0.10237704363337574,-0.010829222613215795,0.03164728214342594,0.05493719455082702,0.0,d52891ffafdab778
AL -> VAL -> OZ -> OZ -> VAL -> RA -> REMESH,7,0.013673912819334944,-0.026079140633811226,0.16325380968873404,0.0,0.0,0.0,0.0,0.009802665181540826,defe547353f72bdc
OZ -> AL -> ZHIR -> OZ,4,0.12394173734744096,-0.024120326284864935,0.15597493978412047,0.0,0.0,0.0,0.0,-0.009191576051916783,9f16563eaf77d096
RA -> UM -> NAV,3,0.0,0.0,0.0,-0.22153065263316774,-0.04261065495508495,0.0734897100139903,0.05263242964962922,0.0,cce339790f174318
RA -> ZHIR -> NUL -> SHA -> ZHIR -> REMESH,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ab1bda9bd200fc88
EN -> UM -> OZ,3,0.08296977815458939,-0.010442289491397139,0.06712766542648452,-0.11072711717923123,0.07204511953625292,0.03439277621213144,0.08360966327760422,0.0,f5f49652677d2e01
UM -> AL -> NAV,3,0.0,0.0,0.0,-0.19200073138982598,0.014303555094586163,0.0625594998203447,0.03759335276191722,0.012172160427021517,9ec74f008bdb70be
SHA -> RA -> NAV -> REMESH,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ab1bda9bd200fc88
SHA -> THOL -> NAV,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ab1bda9bd200fc88
THOL -> OZ,2,0.06223191857787336,-0.013248816203581204,0.07639687118133187,0.0,0.0,0.0,0.0,0.0,6d2fdb0aba64378a
AL -> NAV -> SHA,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013244580571869946,04948aa4d7e4affd
REMESH -> REMESH -> NUL -> OZ,4,0.07860076926806736,-0.01070669238576838,0.05372559682048017,0.0,0.0,0.0,0.0,0.0,4f54c4c2f287d11f
ZHIR -> RA -> THOL -> REMESH,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ab1bda9bd200fc88
EN -> NAV -> UM -> NUL -> UM -> ZHIR -> SHA -> RA -> SHA,9,0.0,0.0,0.0,-0.43645694264117396,-0.012445057566729326,0.1667953593884508,0.1934161785123656,0.0,5d5ad604578d361e
UM -> NUL -> IL -> OZ -> SHA -> ZHIR -> SHA -> ZHIR -> OZ,9,0.05397504480441928,-0.01640898698936133,0.09333411894829935,-0.14164590848551128,0.006714400250037078,0.0447924484058736,0.09971243908140404,0.0,5c2d9b6b798e9270
NUL -> AL -> UM -> REMESH,4,0.0,0.0,0.0,-0.026822944387659753,0.0005761911990899895,0.00794812034825898,0.06703063609611248,0.003492710584930281,d1c62aaae6707b4f
AL -> REMESH -> THOL -> THOL -> REMESH,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010860296140453585,6e2fed77e0f65318
AL -> VAL -> OZ,3,0.0576039654429793,-0.01206391965211795,0.07743095956773827,0.0,0.0,0.0,0.0,-0.005076301871391964,2b333a007a736603
