sequence,len,coherence,sense_index,phi_s,grad_phi,k_phi,xi_c,phase_sync,epi_mag,hash
EN -> THOL -> SHA,3,0.005915621726723774,-0.012915331729043966,0.06298410805463084,0.0,0.0,0.0,0.0,0.0,5a782d86248710c2
REMESH -> REMESH -> RA -> SHA,4,0.0,-0.0031703263813046556,0.0,0.05212904133396745,0.3118236900682869,0.0,-0.0239460627925695,0.0025000794771519175,feb6ee6137f642be
REMESH -> EN -> SHA -> THOL -> OZ -> UM -> AL -> SHA,8,-0.00776333012818331,0.04821825541909408,0.06463351997378053,-0.1098713420949382,0.1650752436542617,0.0,0.033093182096262,0.014783937009532844,72e0e6a11e56478f
NUL -> REMESH -> NUL -> OZ,4,-0.008859262821142577,-0.006361895560073716,0.06694908801748567,0.0,0.0,0.0,0.0,-0.026299193041894653,c503725e5babe428
SHA,1,0.0,0.006072051270503032,0.0,0.0,0.0,0.0,0.0,0.0,27403167fd62d7c6
REMESH,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000991596243782089,b5709808a31189f8
REMESH -> RA -> NAV,3,0.0,-0.03572793559979154,0.0,0.16413679841008566,0.5564121165975344,0.0,-0.06315408036046655,0.0013049666318640796,19946b7acfe1af63
UM -> NUL -> UM -> ZHIR -> SHA -> RA -> SHA -> NAV,8,0.0,0.024327748493098933,0.0,-0.16085223311175034,-0.021164647999399155,0.0,0.048685149317206355,-0.01302589931449838,9932b2172f1aadcf
NUL -> IL -> OZ -> SHA,4,-0.0017500730780122264,0.008516648238708568,0.06883890422675043,0.0,0.0,0.0,0.0,-0.020354675229273367,5698d6c8b8a5b6e3
SHA -> ZHIR -> OZ,3,-0.014676175984395079,0.01002338502729816,-0.1156400073422097,-0.028346559742409738,0.30200158017982226,0.0,0.010896744614501852,0.0,a566e393bbb9f336
NUL -> AL -> UM -> REMESH,4,0.0,0.06340212486616525,0.0,-0.34660004949892587,0.4784132550189981,0.0,0.10259647857079979,-0.011703970965694865,b83c743017813346
SHA -> REMESH -> THOL -> THOL -> REMESH,5,0.012816944932369068,-0.0003223809619593565,0.08733656293529735,0.0,0.0,0.0,0.0,0.0023801853896442404,7cf2a4b76f2ecf54
VAL -> SHA,2,0.0,0.005994582939235826,0.0,0.0,0.0,0.0,0.0,0.021446732657755985,f13a0b971bc1a4a7
NAV -> NUL -> VAL -> OZ,4,-0.00998294893098417,0.00160581718514885,0.1313324877516362,0.0,0.0,0.0,0.0,0.0023173453433356084,c7f3daaa134a3ac2
