ts,t_s,step,latency_ms,throughput_rps,error_rate,sequence
2025-11-12 14:40:04.561614,49.83050847457627,call,106.99699367129465,69.44602032800617,0.0,retry-on-error
2025-11-12 14:40:05.578564,50.847457627118644,call,104.89034245621512,64.24169971357917,0.0,retry-on-error
2025-11-12 14:40:06.595513,51.86440677966102,call,116.48045245465536,71.02209106609665,0.0,retry-on-error
2025-11-12 14:40:07.612462,52.88135593220339,call,108.70812240341299,67.76143675016502,0.0,retry-on-error
2025-11-12 14:40:08.629411,53.89830508474576,call,103.12016307913947,73.9168144425105,0.0,retry-on-error
2025-11-12 14:40:09.646360,54.91525423728813,call,107.5178049259287,72.20671564291096,0.0,retry-on-error
2025-11-12 14:40:10.663309,55.932203389830505,call,113.01500697472248,72.22860504021469,0.0,retry-on-error
2025-11-12 14:40:11.680259,56.94915254237288,call,106.78185438932171,74.73627259396055,0.0,retry-on-error
2025-11-12 14:40:12.697208,57.96610169491525,call,110.45119063868636,72.24651363963363,0.0,retry-on-error
2025-11-12 14:40:13.714157,58.983050847457626,call,112.97873703909019,67.8593696876773,0.0,retry-on-error
2025-11-12 14:40:14.731106,60.0,call,109.96664246591581,70.80018902587386,0.0,retry-on-error
2025-11-12 14:40:14.731106,60.0,error,219.98025024701957,20.648048747509524,0.0,retry-on-error
2025-11-12 14:40:15.343351,60.61224489795919,error,230.38738804374577,18.856289129672415,0.5988445504513753,retry-on-error
2025-11-12 14:40:15.955596,61.224489795918366,error,226.8445188619685,20.810025612497615,0.0,retry-on-error
2025-11-12 14:40:16.567841,61.83673469387755,error,214.34856266190366,19.867426238026496,0.0,retry-on-error
2025-11-12 14:40:17.180086,62.44897959183673,error,217.9746668333096,19.236737110134147,0.5259804985932434,retry-on-error
2025-11-12 14:40:17.792330,63.06122448979592,error,210.21426295941004,20.68948933110904,0.5018414725400131,retry-on-error
2025-11-12 14:40:18.404575,63.673469387755105,error,222.934011907679,22.780478098115715,0.0,retry-on-error
2025-11-12 14:40:19.016820,64.28571428571429,error,220.4027334257017,17.45978508225963,0.0,retry-on-error
2025-11-12 14:40:19.629065,64.89795918367346,error,227.31904826571372,22.109760495783057,0.0,retry-on-error
2025-11-12 14:40:20.241310,65.51020408163265,error,213.47484002085653,23.04507456175986,0.0,retry-on-error
2025-11-12 14:40:20.853555,66.12244897959184,error,270.81453989772484,16.710765775614863,0.1611475791090748,retry-on-error
2025-11-12 14:40:21.465800,66.73469387755102,error,221.37139520241251,18.184828705580514,0.0,retry-on-error
2025-11-12 14:40:22.078045,67.34693877551021,error,221.32720317316551,23.49399495756248,0.0,retry-on-error
2025-11-12 14:40:22.690290,67.95918367346938,error,219.86366043833496,18.669028957009886,0.0,retry-on-error
2025-11-12 14:40:23.302535,68.57142857142857,error,217.8346580847699,21.028373925379466,0.522652276920076,retry-on-error
2025-11-12 14:40:23.914779,69.18367346938776,error,224.05482186677705,20.15534982799361,0.0,retry-on-error
2025-11-12 14:40:24.527024,69.79591836734694,error,221.47931948810466,15.784760734861653,0.0,retry-on-error
2025-11-12 14:40:25.139269,70.40816326530611,error,222.98568576899646,18.564832183684242,0.0,retry-on-error
2025-11-12 14:40:25.751514,71.0204081632653,error,229.26493087507703,18.435313545286427,0.0,retry-on-error
2025-11-12 14:40:26.363759,71.63265306122449,error,219.90737828486556,18.38131131439425,0.0,retry-on-error
2025-11-12 14:40:26.976004,72.24489795918367,error,272.1099948913678,12.313108472570603,0.1819051163802184,retry-on-error
2025-11-12 14:40:27.588249,72.85714285714286,error,211.35713181454923,18.854202137959636,0.0,retry-on-error
2025-11-12 14:40:28.200494,73.46938775510205,error,215.75986474649545,20.87225527120516,0.49133925915177257,retry-on-error
2025-11-12 14:40:28.812739,74.08163265306122,error,221.40422804953963,19.074336591934507,0.0,retry-on-error
2025-11-12 14:40:29.424984,74.6938775510204,error,225.25098063988082,21.250071814119078,0.0,retry-on-error
2025-11-12 14:40:30.037228,75.3061224489796,error,214.9697810965255,21.54002360378727,0.0,retry-on-error
2025-11-12 14:40:30.649473,75.91836734693878,error,217.25814891112805,21.991025420832642,0.0,retry-on-error
2025-11-12 14:40:31.261718,76.53061224489795,error,221.03948431983352,17.905376376361154,0.0,retry-on-error
2025-11-12 14:40:31.873963,77.14285714285714,error,216.71623601335037,20.149433528205588,0.0,retry-on-error
2025-11-12 14:40:32.486208,77.75510204081633,error,221.62254500711916,19.1740983087357,0.0,retry-on-error
2025-11-12 14:40:33.098453,78.36734693877551,error,340.45925519723676,18.600885822152392,0.17735430489103626,retry-on-error
2025-11-12 14:40:33.710698,78.9795918367347,error,219.56125577417046,21.94239530999396,0.0,retry-on-error
2025-11-12 14:40:34.322943,79.59183673469389,error,223.6088849610269,19.66677924515097,0.0,retry-on-error
2025-11-12 14:40:34.935188,80.20408163265306,error,223.24227359009097,20.001871324028322,0.0,retry-on-error
2025-11-12 14:40:35.547433,80.81632653061224,error,211.39001664035277,18.29263907991295,0.0,retry-on-error
2025-11-12 14:40:36.159677,81.42857142857143,error,214.8858346151097,21.902962091517875,0.0,retry-on-error
2025-11-12 14:40:36.771922,82.04081632653062,error,214.71675185732184,19.710557654381265,0.0,retry-on-error
2025-11-12 14:40:37.384167,82.65306122448979,error,215.8916259695336,22.78230468689575,0.3180145051109464,retry-on-error
2025-11-12 14:40:37.996412,83.26530612244898,error,222.01736690626345,22.41012795654322,0.0,retry-on-error
2025-11-12 14:40:38.608657,83.87755102040816,error,225.33495002502724,20.256891719509007,0.0,retry-on-error
2025-11-12 14:40:39.220902,84.48979591836735,error,299.38887983053314,12.618578278416702,0.06612384555670722,retry-on-error
2025-11-12 14:40:39.833147,85.10204081632654,error,223.3483455750515,16.948504370450472,0.0,retry-on-error
2025-11-12 14:40:40.445392,85.71428571428572,error,217.97461518912087,20.742626249023942,0.0,retry-on-error
2025-11-12 14:40:41.057637,86.3265306122449,error,219.11725718711816,22.852755498457082,0.4315999901483511,retry-on-error
2025-11-12 14:40:41.669882,86.93877551020408,error,224.93917073116452,20.94536943130073,0.0,retry-on-error
2025-11-12 14:40:42.282126,87.55102040816327,error,223.7235577035279,21.129038710882156,0.0,retry-on-error
2025-11-12 14:40:42.894371,88.16326530612245,error,230.87865684323182,22.462442280248972,0.0,retry-on-error
2025-11-12 14:40:43.506616,88.77551020408163,error,215.84007289283008,19.23146029781509,0.0,retry-on-error
2025-11-12 14:40:44.118861,89.38775510204081,error,219.5034554986245,20.549593210274193,0.0,retry-on-error
2025-11-12 14:40:44.731106,90.0,error,215.0582845121436,24.091302291913415,0.0,retry-on-error
2025-11-12 14:40:44.731106,90.0,retry,128.8658650475158,56.210170973248005,0.0,retry-on-error
2025-11-12 14:40:45.748055,91.01694915254237,retry,124.16255016794953,54.03550540412691,0.0,retry-on-error
2025-11-12 14:40:46.765004,92.03389830508475,retry,124.50001870859886,55.84314719138879,0.0,retry-on-error
2025-11-12 14:40:47.781953,93.05084745762711,retry,125.69299485434188,52.92515075501235,0.0,retry-on-error
2025-11-12 14:40:48.798903,94.0677966101695,retry,128.14837806335106,57.96988391443465,0.0,retry-on-error
2025-11-12 14:40:49.815852,95.08474576271186,retry,129.39847463681258,54.06699660473444,0.0,retry-on-error
2025-11-12 14:40:50.832801,96.10169491525424,retry,130.52992380674746,55.11547954569213,0.0,retry-on-error
2025-11-12 14:40:51.849750,97.11864406779661,retry,133.08384975493095,58.25019580740608,0.0,retry-on-error
2025-11-12 14:40:52.866699,98.13559322033899,retry,129.82872781287344,53.706343229676,0.0,retry-on-error
2025-11-12 14:40:53.883648,99.15254237288136,retry,124.12960254626523,55.959479918609446,0.0,retry-on-error
2025-11-12 14:40:54.900598,100.16949152542372,retry,126.50859345398999,54.57290142372742,0.0,retry-on-error
2025-11-12 14:40:55.917547,101.1864406779661,retry,124.48765507220159,58.31079487631259,0.0,retry-on-error
2025-11-12 14:40:56.934496,102.20338983050847,retry,129.97468876945558,53.624661808944126,0.0,retry-on-error
2025-11-12 14:40:57.951445,103.22033898305085,retry,127.39088709923122,57.04926682786625,0.0,retry-on-error
2025-11-12 14:40:58.968394,104.23728813559322,retry,130.11448863855716,58.058928267510815,0.0,retry-on-error
2025-11-12 14:40:59.985343,105.25423728813558,retry,132.04074154895716,55.543074684149786,0.0,retry-on-error
2025-11-12 14:41:01.002292,106.27118644067797,retry,127.11752790304959,55.86730388769985,0.0,retry-on-error
2025-11-12 14:41:02.019242,107.28813559322035,retry,131.92189901559215,56.58616642075506,0.0,retry-on-error
2025-11-12 14:41:03.036191,108.30508474576271,retry,122.2771269009884,56.266962823182865,0.0,retry-on-error
2025-11-12 14:41:04.053140,109.32203389830508,retry,131.5048041724296,57.31484711526327,0.0,retry-on-error
2025-11-12 14:41:05.070089,110.33898305084746,retry,134.28918520863155,56.41156259394852,0.0,retry-on-error
2025-11-12 14:41:06.087038,111.35593220338983,retry,130.01672329739156,55.994077066511885,0.0,retry-on-error
2025-11-12 14:41:07.103987,112.37288135593221,retry,131.49426732385092,61.16946621741747,0.0,retry-on-error
2025-11-12 14:41:08.120937,113.38983050847457,retry,125.68888631717864,52.16441554445447,0.0,retry-on-error
2025-11-12 14:41:09.137886,114.40677966101694,retry,129.20979476088712,50.48625917754373,0.0,retry-on-error
2025-11-12 14:41:10.154835,115.42372881355932,retry,128.72589754573656,56.32742949433201,0.0,retry-on-error
2025-11-12 14:41:11.171784,116.4406779661017,retry,137.76743883205845,57.74674617910904,0.0,retry-on-error
2025-11-12 14:41:12.188733,117.45762711864407,retry,133.25885875533882,54.23185091068373,0.0,retry-on-error
2025-11-12 14:41:13.205682,118.47457627118644,retry,125.57114075060201,58.307569191168966,0.0,retry-on-error
2025-11-12 14:41:14.222631,119.49152542372882,retry,129.37368703869296,54.00822669923111,0.0,retry-on-error
2025-11-12 14:41:15.239581,120.50847457627118,retry,124.97404522697666,55.17972024386382,0.0,retry-on-error
2025-11-12 14:41:16.256530,121.52542372881356,retry,123.54059142604235,51.20313248055743,0.0,retry-on-error
2025-11-12 14:41:17.273479,122.54237288135593,retry,130.65298286849006,53.176587415335256,0.0,retry-on-error
2025-11-12 14:41:18.290428,123.5593220338983,retry,132.26520110874432,55.357477550435256,0.0,retry-on-error
2025-11-12 14:41:19.307377,124.57627118644068,retry,130.0288892757834,54.249721454584176,0.0,retry-on-error
2025-11-12 14:41:20.324326,125.59322033898306,retry,126.41344795954,56.00623073799905,0.0,retry-on-error
2025-11-12 14:41:21.341275,126.61016949152543,retry,147.4809982260162,50.7440392337896,0.0,retry-on-error
2025-11-12 14:41:22.358225,127.62711864406779,retry,131.2310204648839,55.3710090928955,0.0,retry-on-error
2025-11-12 14:41:23.375174,128.64406779661016,retry,123.32453437225942,56.12955888939826,0.0,retry-on-error
2025-11-12 14:41:24.392123,129.66101694915255,retry,131.8518541902778,53.41628471364575,0.0,retry-on-error
2025-11-12 14:41:25.409072,130.67796610169492,retry,131.82137495067727,52.8465765601886,0.0,retry-on-error
2025-11-12 14:41:26.426021,131.6949152542373,retry,129.6179225717919,55.164629537036944,0.0,retry-on-error
2025-11-12 14:41:27.442970,132.71186440677965,retry,123.68901776190994,52.411899642849676,0.6266633618768576,retry-on-error
2025-11-12 14:41:28.459920,133.72881355932202,retry,132.81443592959752,54.98386367995098,0.0,retry-on-error
2025-11-12 14:41:29.476869,134.74576271186442,retry,119.47223563870548,53.26346151176592,0.0,retry-on-error
2025-11-12 14:41:30.493818,135.76271186440678,retry,125.14192716732369,56.78839906117869,0.0,retry-on-error
2025-11-12 14:41:31.510767,136.77966101694915,retry,132.25566920668476,55.425618785894976,0.0,retry-on-error
2025-11-12 14:41:32.527716,137.79661016949152,retry,126.29665309272036,52.625500525495944,0.0,retry-on-error
2025-11-12 14:41:33.544665,138.81355932203388,retry,129.3479882248264,54.06944844944256,0.0,retry-on-error
2025-11-12 14:41:34.561614,139.83050847457628,retry,141.3584175470613,54.77808335032071,0.0,retry-on-error
2025-11-12 14:41:35.578564,140.84745762711864,retry,126.78713939988454,55.76867021421143,0.0,retry-on-error
2025-11-12 14:41:36.595513,141.864406779661,retry,132.5387745919946,52.18662035748524,0.0,retry-on-error
2025-11-12 14:41:37.612462,142.8813559322034,retry,132.9160039676892,53.67052459981567,0.0,retry-on-error
2025-11-12 14:41:38.629411,143.89830508474574,retry,122.09701712013025,58.16182491236015,0.0,retry-on-error
2025-11-12 14:41:39.646360,144.91525423728814,retry,135.8445978005633,51.7270130272147,0.0,retry-on-error
2025-11-12 14:41:40.663309,145.9322033898305,retry,128.8957742998507,56.543813481363706,0.0,retry-on-error
2025-11-12 14:41:41.680259,146.94915254237287,retry,116.20655762138826,52.435279501528065,0.0,retry-on-error
2025-11-12 14:41:42.697208,147.96610169491527,retry,129.03288683533404,53.36211398920472,0.0,retry-on-error
2025-11-12 14:41:43.714157,148.98305084745763,retry,131.57430284609075,50.02251870674777,0.0,retry-on-error
2025-11-12 14:41:44.731106,150.0,retry,132.82982490938159,55.92090467846349,0.0,retry-on-error
